tipo;conta;data;banco;valor
Saídas;Peças de manutenção;22/08/2023;Bradesco;-69,78
Saídas;Material de consumo;22/08/2023;Bradesco;-22,87
Saídas;Despesas com viagens;22/08/2023;Bradesco;-6,61
Saídas;Outras despesas;22/08/2023;Bradesco;-7,8
Saídas;Despesas bancárias;22/08/2023;Bradesco;-60,9
Entradas;Receita de aplicações;22/08/2023;Bradesco;1341,12
Entradas;Transferências de entradas;22/08/2023;Bradesco;0
Saídas;Transferências de saídas;22/08/2023;Bradesco;0
Entradas;Vendas de produtos;22/08/2023;Inter;72226,72
Saídas;Fretes;22/08/2023;Inter;-23,39
Saídas;Matéria-prima;22/08/2023;Inter;-22479,94
Saídas;Insumos de produção;22/08/2023;Inter;-245,46
Saídas;Insumos;22/08/2023;Inter;-49,21
Saídas;Serviços terceirizados;22/08/2023;Inter;-7,84
Saídas;Peças de manutenção;22/08/2023;Inter;-18,6
Saídas;Material de consumo;22/08/2023;Inter;-3,72
Saídas;Despesas com viagens;22/08/2023;Inter;-1,41
Saídas;Outras despesas;22/08/2023;Inter;-1,55
Saídas;Despesas bancárias;22/08/2023;Inter;-18,82
Entradas;Receita de aplicações;22/08/2023;Inter;293,3
Entradas;Transferências de entradas;22/08/2023;Inter;0
Saídas;Transferências de saídas;22/08/2023;Inter;0
Entradas;Vendas de produtos;23/08/2023;Itau Unibanco;4252817,03
Saídas;Fretes;23/08/2023;Itau Unibanco;-2245,69
Saídas;Matéria-prima;23/08/2023;Itau Unibanco;-2745107,4
Saídas;Insumos de produção;23/08/2023;Itau Unibanco;-15969,62
Saídas;Insumos;23/08/2023;Itau Unibanco;-3808,18
Saídas;Serviços terceirizados;23/08/2023;Itau Unibanco;-815,94
Saídas;Peças de manutenção;23/08/2023;Itau Unibanco;-1702,29
Saídas;Aluguéis;23/08/2023;Itau Unibanco;-94400,59
Saídas;Material de consumo;23/08/2023;Itau Unibanco;-777,05
Saídas;Despesas com viagens;23/08/2023;Itau Unibanco;-123,99
Saídas;Outras despesas;23/08/2023;Itau Unibanco;-246,89
Saídas;Despesas bancárias;23/08/2023;Itau Unibanco;-1610,79
Entradas;Receita de aplicações;23/08/2023;Itau Unibanco;23689,51
Entradas;Transferências de entradas;23/08/2023;Itau Unibanco;0
Saídas;Transferências de saídas;23/08/2023;Itau Unibanco;0
Entradas;Vendas de produtos;23/08/2023;Bradesco;245668,14
Saídas;Fretes;23/08/2023;Bradesco;-68
Saídas;Matéria-prima;23/08/2023;Bradesco;-109907,71
Saídas;Insumos de produção;23/08/2023;Bradesco;-1107,11
Saídas;Insumos;23/08/2023;Bradesco;-192,93
Saídas;Serviços terceirizados;23/08/2023;Bradesco;-28,22
Saídas;Peças de manutenção;23/08/2023;Bradesco;-80,01
Saídas;Aluguéis;23/08/2023;Bradesco;-3680,85
Saídas;Material de consumo;23/08/2023;Bradesco;-29,18
Saídas;Despesas com viagens;23/08/2023;Bradesco;-4,87
Saídas;Outras despesas;23/08/2023;Bradesco;-6,82
Saídas;Despesas bancárias;23/08/2023;Bradesco;-65,6
Entradas;Receita de aplicações;23/08/2023;Bradesco;993,26
Entradas;Transferências de entradas;23/08/2023;Bradesco;0
Saídas;Transferências de saídas;23/08/2023;Bradesco;0
Entradas;Vendas de produtos;23/08/2023;Inter;76202,58
Saídas;Fretes;23/08/2023;Inter;-19,34
Saídas;Matéria-prima;23/08/2023;Inter;-30174,22
Saídas;Insumos de produção;23/08/2023;Inter;-222,91
Saídas;Insumos;23/08/2023;Inter;-59,2
Saídas;Serviços terceirizados;23/08/2023;Inter;-8,89
Saídas;Peças de manutenção;23/08/2023;Inter;-23,06
Saídas;Aluguéis;23/08/2023;Inter;-834,08
Saídas;Material de consumo;23/08/2023;Inter;-4,41
Saídas;Despesas com viagens;23/08/2023;Inter;-1,56
Saídas;Outras despesas;23/08/2023;Inter;-1,75
Saídas;Despesas bancárias;23/08/2023;Inter;-22,67
Entradas;Receita de aplicações;23/08/2023;Inter;301,69
Entradas;Transferências de entradas;23/08/2023;Inter;0
Saídas;Transferências de saídas;23/08/2023;Inter;0
Entradas;Vendas de produtos;24/08/2023;Itau Unibanco;4112597,92
Saídas;Fretes;24/08/2023;Itau Unibanco;-2211,47
Saídas;Matéria-prima;24/08/2023;Itau Unibanco;-3489986,04
Saídas;Insumos de produção;24/08/2023;Itau Unibanco;-15482,01
Saídas;Insumos;24/08/2023;Itau Unibanco;-3591,48
Saídas;Serviços terceirizados;24/08/2023;Itau Unibanco;-912,51
Saídas;Peças de manutenção;24/08/2023;Itau Unibanco;-2222,55
Saídas;Material de consumo;24/08/2023;Itau Unibanco;-597,83
Saídas;Despesas com viagens;24/08/2023;Itau Unibanco;-154,91
Saídas;Outras despesas;24/08/2023;Itau Unibanco;-198,76
Saídas;Despesas bancárias;24/08/2023;Itau Unibanco;-1537,45
Entradas;Receita de aplicações;24/08/2023;Itau Unibanco;20284,22
Entradas;Transferências de entradas;24/08/2023;Itau Unibanco;0
Saídas;Transferências de saídas;24/08/2023;Itau Unibanco;0
Entradas;Vendas de produtos;24/08/2023;Bradesco;222570,74
Saídas;Fretes;24/08/2023;Bradesco;-67,58
Saídas;Matéria-prima;24/08/2023;Bradesco;-131251,89
Saídas;Insumos de produção;24/08/2023;Bradesco;-1034,12
Saídas;Insumos;24/08/2023;Bradesco;-193,49
Saídas;Serviços terceirizados;24/08/2023;Bradesco;-28,46
Saídas;Peças de manutenção;24/08/2023;Bradesco;-87,84
Saídas;Material de consumo;24/08/2023;Bradesco;-33,81
Saídas;Despesas com viagens;24/08/2023;Bradesco;-6,35
Saídas;Outras despesas;24/08/2023;Bradesco;-8,46
Saídas;Despesas bancárias;24/08/2023;Bradesco;-68,88
Entradas;Receita de aplicações;24/08/2023;Bradesco;1033,01
Entradas;Transferências de entradas;24/08/2023;Bradesco;0
Saídas;Transferências de saídas;24/08/2023;Bradesco;0
Entradas;Vendas de produtos;24/08/2023;Inter;76518,99
Saídas;Fretes;24/08/2023;Inter;-22,16
Saídas;Matéria-prima;24/08/2023;Inter;-28862,93
Saídas;Insumos de produção;24/08/2023;Inter;-223,95
Saídas;Insumos;24/08/2023;Inter;-50,14
Saídas;Serviços terceirizados;24/08/2023;Inter;-8,76
Saídas;Peças de manutenção;24/08/2023;Inter;-19,57
Saídas;Material de consumo;24/08/2023;Inter;-4,6
Saídas;Despesas com viagens;24/08/2023;Inter;-1,67
Saídas;Outras despesas;24/08/2023;Inter;-1,63
Saídas;Despesas bancárias;24/08/2023;Inter;-23,67
Entradas;Receita de aplicações;24/08/2023;Inter;254,44
Entradas;Transferências de entradas;24/08/2023;Inter;0
Saídas;Transferências de saídas;24/08/2023;Inter;0
Entradas;Vendas de produtos;25/08/2023;Itau Unibanco;4385493,56
Saídas;Fretes;25/08/2023;Itau Unibanco;-2421,32
Saídas;Matéria-prima;25/08/2023;Itau Unibanco;-3559676,69
Saídas;Insumos de produção;25/08/2023;Itau Unibanco;-14520,05
Saídas;Insumos;25/08/2023;Itau Unibanco;-2965,66
Saídas;Serviços terceirizados;25/08/2023;Itau Unibanco;-976,92
Saídas;Peças de manutenção;25/08/2023;Itau Unibanco;-1633,72
Saídas;Material de consumo;25/08/2023;Itau Unibanco;-759,31
Saídas;Despesas com viagens;25/08/2023;Itau Unibanco;-146,38
Saídas;Outras despesas;25/08/2023;Itau Unibanco;-221,29
Saídas;Despesas bancárias;25/08/2023;Itau Unibanco;-1721,87
Entradas;Receita de aplicações;25/08/2023;Itau Unibanco;20645,51
Entradas;Transferências de entradas;25/08/2023;Itau Unibanco;0
Saídas;Transferências de saídas;25/08/2023;Itau Unibanco;0
Entradas;Vendas de produtos;25/08/2023;Bradesco;215540,68
Saídas;Fretes;25/08/2023;Bradesco;-73,57
Saídas;Matéria-prima;25/08/2023;Bradesco;-121858,25
Saídas;Insumos de produção;25/08/2023;Bradesco;-1000,48
Saídas;Insumos;25/08/2023;Bradesco;-173,29
Saídas;Serviços terceirizados;25/08/2023;Bradesco;-24,74
Saídas;Peças de manutenção;25/08/2023;Bradesco;-74,17
Saídas;Material de consumo;25/08/2023;Bradesco;-29,87
Saídas;Despesas com viagens;25/08/2023;Bradesco;-4,88
Saídas;Outras despesas;25/08/2023;Bradesco;-8,98
Saídas;Despesas bancárias;25/08/2023;Bradesco;-69,44
Entradas;Receita de aplicações;25/08/2023;Bradesco;1086,9
Entradas;Transferências de entradas;25/08/2023;Bradesco;0
Saídas;Transferências de saídas;25/08/2023;Bradesco;0
Entradas;Vendas de produtos;25/08/2023;Inter;75074,31
Saídas;Fretes;25/08/2023;Inter;-19,68
Saídas;Matéria-prima;25/08/2023;Inter;-28357,58
Saídas;Insumos de produção;25/08/2023;Inter;-259,04
Saídas;Insumos;25/08/2023;Inter;-42,16
Saídas;Serviços terceirizados;25/08/2023;Inter;-9,12
Saídas;Peças de manutenção;25/08/2023;Inter;-20,47
Saídas;Material de consumo;25/08/2023;Inter;-3,44
Saídas;Despesas com viagens;25/08/2023;Inter;-1,52
Saídas;Outras despesas;25/08/2023;Inter;-1,59
Saídas;Despesas bancárias;25/08/2023;Inter;-21,12
Entradas;Receita de aplicações;25/08/2023;Inter;255,73
Entradas;Transferências de entradas;25/08/2023;Inter;0
Saídas;Transferências de saídas;25/08/2023;Inter;0
Entradas;Vendas de produtos;28/08/2023;Itau Unibanco;4129495,58
Saídas;Fretes;28/08/2023;Itau Unibanco;-2355,38
Saídas;Matéria-prima;28/08/2023;Itau Unibanco;-2769722,34
Saídas;Insumos de produção;28/08/2023;Itau Unibanco;-14156,72
Saídas;Insumos;28/08/2023;Itau Unibanco;-2882,35
Saídas;Serviços terceirizados;28/08/2023;Itau Unibanco;-855,53
Saídas;Peças de manutenção;28/08/2023;Itau Unibanco;-1846,22
Saídas;Material de consumo;28/08/2023;Itau Unibanco;-694,23
Saídas;Despesas com viagens;28/08/2023;Itau Unibanco;-133,39
Saídas;Outras despesas;28/08/2023;Itau Unibanco;-224,67
Saídas;Despesas bancárias;28/08/2023;Itau Unibanco;-1360,99
Entradas;Receita de aplicações;28/08/2023;Itau Unibanco;25646,13
Entradas;Transferências de entradas;28/08/2023;Itau Unibanco;0
Saídas;Transferências de saídas;28/08/2023;Itau Unibanco;0
Entradas;Vendas de produtos;28/08/2023;Bradesco;198191,81
Saídas;Fretes;28/08/2023;Bradesco;-70,77
Saídas;Matéria-prima;28/08/2023;Bradesco;-100115,67
Saídas;Insumos de produção;28/08/2023;Bradesco;-1079,41
Saídas;Insumos;28/08/2023;Bradesco;-178,7
Saídas;Serviços terceirizados;28/08/2023;Bradesco;-27,56
Saídas;Peças de manutenção;28/08/2023;Bradesco;-79,6
Saídas;Material de consumo;28/08/2023;Bradesco;-22,84
Saídas;Despesas com viagens;28/08/2023;Bradesco;-6,44
Saídas;Outras despesas;28/08/2023;Bradesco;-6,98
Saídas;Despesas bancárias;28/08/2023;Bradesco;-64,8
Entradas;Receita de aplicações;28/08/2023;Bradesco;910,42
Entradas;Transferências de entradas;28/08/2023;Bradesco;0
Saídas;Transferências de saídas;28/08/2023;Bradesco;0
Entradas;Vendas de produtos;28/08/2023;Inter;79829,55
Saídas;Fretes;28/08/2023;Inter;-20,99
Saídas;Matéria-prima;28/08/2023;Inter;-31268,78
Saídas;Insumos de produção;28/08/2023;Inter;-295,77
Saídas;Insumos;28/08/2023;Inter;-53,06
Saídas;Serviços terceirizados;28/08/2023;Inter;-7,31
Saídas;Peças de manutenção;28/08/2023;Inter;-27,25
Saídas;Material de consumo;28/08/2023;Inter;-4,3
Saídas;Despesas com viagens;28/08/2023;Inter;-1,79
Saídas;Outras despesas;28/08/2023;Inter;-1,58
Saídas;Despesas bancárias;28/08/2023;Inter;-19,06
Entradas;Receita de aplicações;28/08/2023;Inter;319,54
Entradas;Transferências de entradas;28/08/2023;Inter;0
Saídas;Transferências de saídas;28/08/2023;Inter;0
Entradas;Vendas de produtos;29/08/2023;Itau Unibanco;4300376,82
Saídas;Fretes;29/08/2023;Itau Unibanco;-2316,48
Saídas;Matéria-prima;29/08/2023;Itau Unibanco;-3393419
Saídas;Insumos de produção;29/08/2023;Itau Unibanco;-15282,86
Saídas;Insumos;29/08/2023;Itau Unibanco;-3877,59
Saídas;Serviços terceirizados;29/08/2023;Itau Unibanco;-802,69
Saídas;Peças de manutenção;29/08/2023;Itau Unibanco;-1627,96
Saídas;Material de consumo;29/08/2023;Itau Unibanco;-667,6
Saídas;Despesas com viagens;29/08/2023;Itau Unibanco;-134,17
Saídas;Outras despesas;29/08/2023;Itau Unibanco;-176,9
Saídas;Despesas bancárias;29/08/2023;Itau Unibanco;-1639,75
Entradas;Receita de aplicações;29/08/2023;Itau Unibanco;29163,26
Entradas;Transferências de entradas;29/08/2023;Itau Unibanco;0
Saídas;Transferências de saídas;29/08/2023;Itau Unibanco;0
Entradas;Vendas de produtos;29/08/2023;Bradesco;201973,82
Saídas;Fretes;29/08/2023;Bradesco;-80,14
Saídas;Matéria-prima;29/08/2023;Bradesco;-109612,49
Saídas;Insumos de produção;29/08/2023;Bradesco;-1017,51
Saídas;Insumos;29/08/2023;Bradesco;-195,99
Saídas;Serviços terceirizados;29/08/2023;Bradesco;-27,17
Saídas;Peças de manutenção;29/08/2023;Bradesco;-84,72
Saídas;Material de consumo;29/08/2023;Bradesco;-33,8
Saídas;Despesas com viagens;29/08/2023;Bradesco;-5,13
Saídas;Outras despesas;29/08/2023;Bradesco;-9,43
Saídas;Despesas bancárias;29/08/2023;Bradesco;-68,81
Entradas;Receita de aplicações;29/08/2023;Bradesco;1079,83
Entradas;Transferências de entradas;29/08/2023;Bradesco;0
Saídas;Transferências de saídas;29/08/2023;Bradesco;0
Entradas;Vendas de produtos;29/08/2023;Inter;80475,09
Saídas;Fretes;29/08/2023;Inter;-20,5
Saídas;Matéria-prima;29/08/2023;Inter;-23859,03
Saídas;Insumos de produção;29/08/2023;Inter;-211,49
Saídas;Insumos;29/08/2023;Inter;-45,71
Saídas;Serviços terceirizados;29/08/2023;Inter;-8,14
Saídas;Peças de manutenção;29/08/2023;Inter;-23,91
Saídas;Material de consumo;29/08/2023;Inter;-3,54
Saídas;Despesas com viagens;29/08/2023;Inter;-1,62
Saídas;Outras despesas;29/08/2023;Inter;-1,23
Saídas;Despesas bancárias;29/08/2023;Inter;-20,7
Entradas;Receita de aplicações;29/08/2023;Inter;316,4
Entradas;Transferências de entradas;29/08/2023;Inter;0
Saídas;Transferências de saídas;29/08/2023;Inter;0
Entradas;Vendas de produtos;30/08/2023;Itau Unibanco;4312266,02
Saídas;Fretes;30/08/2023;Itau Unibanco;-2381,44
Saídas;Matéria-prima;30/08/2023;Itau Unibanco;-3342121,6
Saídas;Insumos de produção;30/08/2023;Itau Unibanco;-15425,34
Saídas;Insumos;30/08/2023;Itau Unibanco;-2729,29
Saídas;Serviços terceirizados;30/08/2023;Itau Unibanco;-703,23
Saídas;Peças de manutenção;30/08/2023;Itau Unibanco;-2137,7
Saídas;Material de consumo;30/08/2023;Itau Unibanco;-570,62
Saídas;Despesas com viagens;30/08/2023;Itau Unibanco;-112,84
Saídas;Outras despesas;30/08/2023;Itau Unibanco;-188,51
Saídas;Despesas bancárias;30/08/2023;Itau Unibanco;-1536,47
Entradas;Receita de aplicações;30/08/2023;Itau Unibanco;20107,79
Entradas;Transferências de entradas;30/08/2023;Itau Unibanco;0
Saídas;Transferências de saídas;30/08/2023;Itau Unibanco;0
Entradas;Vendas de produtos;30/08/2023;Bradesco;210743,36
Saídas;Fretes;30/08/2023;Bradesco;-79,07
Saídas;Matéria-prima;30/08/2023;Bradesco;-102147,28
Saídas;Insumos de produção;30/08/2023;Bradesco;-1005,08
Saídas;Insumos;30/08/2023;Bradesco;-146,07
Saídas;Serviços terceirizados;30/08/2023;Bradesco;-26,49
Saídas;Peças de manutenção;30/08/2023;Bradesco;-84,47
Saídas;Material de consumo;30/08/2023;Bradesco;-33,51
Saídas;Despesas com viagens;30/08/2023;Bradesco;-5,88
Saídas;Outras despesas;30/08/2023;Bradesco;-9,53
Saídas;Despesas bancárias;30/08/2023;Bradesco;-68,68
Entradas;Receita de aplicações;30/08/2023;Bradesco;1301,01
Entradas;Transferências de entradas;30/08/2023;Bradesco;0
Saídas;Transferências de saídas;30/08/2023;Bradesco;0
Entradas;Vendas de produtos;30/08/2023;Inter;76459,57
Saídas;Fretes;30/08/2023;Inter;-22,25
Saídas;Matéria-prima;30/08/2023;Inter;-23041,51
Saídas;Insumos de produção;30/08/2023;Inter;-260,26
Saídas;Insumos;30/08/2023;Inter;-44,49
Saídas;Serviços terceirizados;30/08/2023;Inter;-6,53
Saídas;Peças de manutenção;30/08/2023;Inter;-20,84
Saídas;Material de consumo;30/08/2023;Inter;-4,65
Saídas;Despesas com viagens;30/08/2023;Inter;-1,3
Saídas;Outras despesas;30/08/2023;Inter;-1,49
Saídas;Despesas bancárias;30/08/2023;Inter;-18,69
Entradas;Receita de aplicações;30/08/2023;Inter;337,29
Entradas;Transferências de entradas;30/08/2023;Inter;0
Saídas;Transferências de saídas;30/08/2023;Inter;0
Entradas;Vendas de produtos;31/08/2023;Itau Unibanco;4430634,25
Saídas;Fretes;31/08/2023;Itau Unibanco;-2225,09
Saídas;Matéria-prima;31/08/2023;Itau Unibanco;-3472922,95
Saídas;Insumos de produção;31/08/2023;Itau Unibanco;-15966,8
Saídas;Insumos;31/08/2023;Itau Unibanco;-3069,17
Saídas;Serviços terceirizados;31/08/2023;Itau Unibanco;-789,04
Saídas;Peças de manutenção;31/08/2023;Itau Unibanco;-2126,44
Saídas;Material de consumo;31/08/2023;Itau Unibanco;-655,26
Saídas;Despesas com viagens;31/08/2023;Itau Unibanco;-163,1
Saídas;Outras despesas;31/08/2023;Itau Unibanco;-185,66
Saídas;Despesas bancárias;31/08/2023;Itau Unibanco;-1352,58
Entradas;Receita de aplicações;31/08/2023;Itau Unibanco;24361,28
Entradas;Transferências de entradas;31/08/2023;Itau Unibanco;0
Saídas;Transferências de saídas;31/08/2023;Itau Unibanco;0
Entradas;Vendas de produtos;31/08/2023;Bradesco;237420,09
Saídas;Fretes;31/08/2023;Bradesco;-65,16
Saídas;Matéria-prima;31/08/2023;Bradesco;-126593,57
Saídas;Insumos de produção;31/08/2023;Bradesco;-905,23
Saídas;Insumos;31/08/2023;Bradesco;-147,12
Saídas;Serviços terceirizados;31/08/2023;Bradesco;-30,94
Saídas;Peças de manutenção;31/08/2023;Bradesco;-78,11
Saídas;Material de consumo;31/08/2023;Bradesco;-33,34
Saídas;Despesas com viagens;31/08/2023;Bradesco;-7,24
Saídas;Outras despesas;31/08/2023;Bradesco;-8,08
Saídas;Despesas bancárias;31/08/2023;Bradesco;-52,39
Entradas;Receita de aplicações;31/08/2023;Bradesco;1224,98
Entradas;Transferências de entradas;31/08/2023;Bradesco;0
Saídas;Transferências de saídas;31/08/2023;Bradesco;0
Entradas;Vendas de produtos;31/08/2023;Inter;81173,49
Saídas;Fretes;31/08/2023;Inter;-19,71
Saídas;Matéria-prima;31/08/2023;Inter;-30244,42
Saídas;Insumos de produção;31/08/2023;Inter;-250,56
Saídas;Insumos;31/08/2023;Inter;-58,73
Saídas;Serviços terceirizados;31/08/2023;Inter;-6,86
Saídas;Peças de manutenção;31/08/2023;Inter;-22,78
Saídas;Material de consumo;31/08/2023;Inter;-4,26
Saídas;Despesas com viagens;31/08/2023;Inter;-1,4
Saídas;Outras despesas;31/08/2023;Inter;-1,46
Saídas;Despesas bancárias;31/08/2023;Inter;-23,78
Entradas;Receita de aplicações;31/08/2023;Inter;280,93
Entradas;Transferências de entradas;31/08/2023;Inter;0
Saídas;Transferências de saídas;31/08/2023;Inter;0
Entradas;Vendas de produtos;01/09/2023;Itau Unibanco;4268876,6
Saídas;Fretes;01/09/2023;Itau Unibanco;-2220,62
Saídas;Salários;01/09/2023;Itau Unibanco;-10689103,89
Saídas;Encargos;01/09/2023;Itau Unibanco;-4014172,92
Saídas;Benefícios;01/09/2023;Itau Unibanco;-3924041,02
Saídas;Matéria-prima;01/09/2023;Itau Unibanco;-3156021,5
Saídas;Insumos de produção;01/09/2023;Itau Unibanco;-16509,36
Saídas;Insumos;01/09/2023;Itau Unibanco;-3369,03
Saídas;Serviços terceirizados;01/09/2023;Itau Unibanco;-922,6
Saídas;Peças de manutenção;01/09/2023;Itau Unibanco;-1798,75
Saídas;Material de consumo;01/09/2023;Itau Unibanco;-760,16
Saídas;Despesas com viagens;01/09/2023;Itau Unibanco;-161,58
Saídas;Outras despesas;01/09/2023;Itau Unibanco;-239,74
Saídas;Despesas bancárias;01/09/2023;Itau Unibanco;-1299,05
Entradas;Receita de aplicações;01/09/2023;Itau Unibanco;23528,07
Entradas;Transferências de entradas;01/09/2023;Itau Unibanco;0
Saídas;Transferências de saídas;01/09/2023;Itau Unibanco;0
Entradas;Vendas de produtos;01/09/2023;Bradesco;249293,21
Saídas;Fretes;01/09/2023;Bradesco;-83,68
Saídas;Salários;01/09/2023;Bradesco;-584667,49
Saídas;Encargos;01/09/2023;Bradesco;-212148,73
Saídas;Benefícios;01/09/2023;Bradesco;-159823,61
Saídas;Matéria-prima;01/09/2023;Bradesco;-134935,95
Saídas;Insumos de produção;01/09/2023;Bradesco;-968,4
Saídas;Insumos;01/09/2023;Bradesco;-148,15
Saídas;Serviços terceirizados;01/09/2023;Bradesco;-27,04
Saídas;Peças de manutenção;01/09/2023;Bradesco;-81,48
Saídas;Material de consumo;01/09/2023;Bradesco;-33,04
Saídas;Despesas com viagens;01/09/2023;Bradesco;-6,79
Saídas;Outras despesas;01/09/2023;Bradesco;-7,87
Saídas;Despesas bancárias;01/09/2023;Bradesco;-51,45
Entradas;Receita de aplicações;01/09/2023;Bradesco;1190,47
Entradas;Transferências de entradas;01/09/2023;Bradesco;0
Saídas;Transferências de saídas;01/09/2023;Bradesco;0
Entradas;Vendas de produtos;01/09/2023;Inter;73461,91
Saídas;Fretes;01/09/2023;Inter;-23,24
Saídas;Salários;01/09/2023;Inter;-174287,84
Saídas;Encargos;01/09/2023;Inter;-52232,82
Saídas;Benefícios;01/09/2023;Inter;-39911,05
Saídas;Matéria-prima;01/09/2023;Inter;-28962,81
Saídas;Insumos de produção;01/09/2023;Inter;-264,71
Saídas;Insumos;01/09/2023;Inter;-55,76
Saídas;Serviços terceirizados;01/09/2023;Inter;-8,4
Saídas;Peças de manutenção;01/09/2023;Inter;-22,57
Saídas;Material de consumo;01/09/2023;Inter;-4,4
Saídas;Despesas com viagens;01/09/2023;Inter;-1,36
Saídas;Outras despesas;01/09/2023;Inter;-1,61
Saídas;Despesas bancárias;01/09/2023;Inter;-20,14
Entradas;Receita de aplicações;01/09/2023;Inter;270,64
Entradas;Transferências de entradas;01/09/2023;Inter;0
Saídas;Transferências de saídas;01/09/2023;Inter;0
Entradas;Vendas de produtos;04/09/2023;Itau Unibanco;4511668,14
Saídas;Fretes;04/09/2023;Itau Unibanco;-2212,25
Saídas;Matéria-prima;04/09/2023;Itau Unibanco;-2750745,41
Saídas;Insumos de produção;04/09/2023;Itau Unibanco;-20005,99
Saídas;Insumos;04/09/2023;Itau Unibanco;-2779,02
Saídas;Serviços terceirizados;04/09/2023;Itau Unibanco;-854,29
Saídas;Peças de manutenção;04/09/2023;Itau Unibanco;-1606
Saídas;Material de consumo;04/09/2023;Itau Unibanco;-624,56
Saídas;Despesas com viagens;04/09/2023;Itau Unibanco;-149,13
Saídas;Outras despesas;04/09/2023;Itau Unibanco;-186,97
Saídas;Despesas bancárias;04/09/2023;Itau Unibanco;-1459,51
Entradas;Receita de aplicações;04/09/2023;Itau Unibanco;27609,52
Entradas;Transferências de entradas;04/09/2023;Itau Unibanco;0
Saídas;Transferências de saídas;04/09/2023;Itau Unibanco;0
Entradas;Vendas de produtos;04/09/2023;Bradesco;248527,06
Saídas;Fretes;04/09/2023;Bradesco;-70,56
Saídas;Matéria-prima;04/09/2023;Bradesco;-116830,49
Saídas;Insumos de produção;04/09/2023;Bradesco;-979,01
Saídas;Insumos;04/09/2023;Bradesco;-145,31
Saídas;Serviços terceirizados;04/09/2023;Bradesco;-34,97
Saídas;Peças de manutenção;04/09/2023;Bradesco;-71,94
Saídas;Material de consumo;04/09/2023;Bradesco;-22,96
Saídas;Despesas com viagens;04/09/2023;Bradesco;-6,97
Saídas;Outras despesas;04/09/2023;Bradesco;-7,89
Saídas;Despesas bancárias;04/09/2023;Bradesco;-56,22
Entradas;Receita de aplicações;04/09/2023;Bradesco;1339,52
Entradas;Transferências de entradas;04/09/2023;Bradesco;0
Saídas;Transferências de saídas;04/09/2023;Bradesco;0
Entradas;Vendas de produtos;04/09/2023;Inter;67141,65
Saídas;Fretes;04/09/2023;Inter;-21,5
Saídas;Matéria-prima;04/09/2023;Inter;-22329,56
Saídas;Insumos de produção;04/09/2023;Inter;-309,79
Saídas;Insumos;04/09/2023;Inter;-53,99
Saídas;Serviços terceirizados;04/09/2023;Inter;-9,5
Saídas;Peças de manutenção;04/09/2023;Inter;-25,05
Saídas;Material de consumo;04/09/2023;Inter;-4,5
Saídas;Despesas com viagens;04/09/2023;Inter;-1,35
Saídas;Outras despesas;04/09/2023;Inter;-1,49
Saídas;Despesas bancárias;04/09/2023;Inter;-23,51
Entradas;Receita de aplicações;04/09/2023;Inter;253,79
Entradas;Transferências de entradas;04/09/2023;Inter;0
Saídas;Transferências de saídas;04/09/2023;Inter;0
Entradas;Vendas de produtos;05/09/2023;Itau Unibanco;4113638,57
Saídas;Fretes;05/09/2023;Itau Unibanco;-2371,19
Saídas;Matéria-prima;05/09/2023;Itau Unibanco;-2737853,33
Saídas;Insumos de produção;05/09/2023;Itau Unibanco;-14810,98
Saídas;Insumos;05/09/2023;Itau Unibanco;-3432,85
Saídas;Serviços terceirizados;05/09/2023;Itau Unibanco;-751
Saídas;Peças de manutenção;05/09/2023;Itau Unibanco;-1723,84
Saídas;Material de consumo;05/09/2023;Itau Unibanco;-752,95
Saídas;Despesas com viagens;05/09/2023;Itau Unibanco;-144,53
Saídas;Outras despesas;05/09/2023;Itau Unibanco;-239,33
Saídas;Despesas bancárias;05/09/2023;Itau Unibanco;-1747,14
Entradas;Receita de aplicações;05/09/2023;Itau Unibanco;24978,84
Entradas;Transferências de entradas;05/09/2023;Itau Unibanco;0
Saídas;Transferências de saídas;05/09/2023;Itau Unibanco;0
Entradas;Vendas de produtos;05/09/2023;Bradesco;231551,11
Saídas;Fretes;05/09/2023;Bradesco;-70,53
Saídas;Matéria-prima;05/09/2023;Bradesco;-121804,86
Saídas;Insumos de produção;05/09/2023;Bradesco;-939,11
Saídas;Insumos;05/09/2023;Bradesco;-147,05
Saídas;Serviços terceirizados;05/09/2023;Bradesco;-31,53
Saídas;Peças de manutenção;05/09/2023;Bradesco;-91,03
Saídas;Material de consumo;05/09/2023;Bradesco;-27,33
Saídas;Despesas com viagens;05/09/2023;Bradesco;-5,29
Saídas;Outras despesas;05/09/2023;Bradesco;-6,75
Saídas;Despesas bancárias;05/09/2023;Bradesco;-71,76
Entradas;Receita de aplicações;05/09/2023;Bradesco;1351,11
Entradas;Transferências de entradas;05/09/2023;Bradesco;0
Saídas;Transferências de saídas;05/09/2023;Bradesco;0
Entradas;Vendas de produtos;05/09/2023;Inter;61363,56
Saídas;Fretes;05/09/2023;Inter;-21,43
Saídas;Matéria-prima;05/09/2023;Inter;-23181,44
Saídas;Insumos de produção;05/09/2023;Inter;-267,59
Saídas;Insumos;05/09/2023;Inter;-42,93
Saídas;Serviços terceirizados;05/09/2023;Inter;-8,56
Saídas;Peças de manutenção;05/09/2023;Inter;-20,87
Saídas;Material de consumo;05/09/2023;Inter;-4,81
Saídas;Despesas com viagens;05/09/2023;Inter;-1,73
